code,additives_n,energy_100g,fat_100g,fiber_100g,proteins_100g,sugars_100g,sodium_100g,salt_100g,carbohydrates_100g,healthy
0016000457249,3.0,2092.0,30.0,12.5,25.0,15.0,0.375,0.9375,37.5,0.0
0016000482876,0.0,1925.0,18.0,8.0,8.0,26.0,0.34,0.85,68.0,
0016000489271,1.0,2092.0,26.32,7.89,10.53,23.68,0.40104,1.0026,57.89,0.0
0016000504721,1.0,1920.0,17.2,5.6,8.1,28.3,0.1312,0.328,64.5,
0016000718807,1.0,1669.0,5.6,2.6,4.0,60.2,0.312,0.78,81.8,
0016027807577,2.0,644.0,8.5,0.0,10.0,1.8,0.3,0.75,9.4,1.0
0016027807607,2.0,669.0,5.4,1.6,10.0,1.7,0.32,0.8,17.0,1.0
00160919,1.0,523.0,5.4,0.8,12.7,3.5,0.2,0.5,6.2,1.0
00161619,4.0,1711.0,13.4,1.8,3.8,46.4,0.04,0.1,67.4,0.0
0016229006143,1.0,167.0,0.0,0.0,0.0,10.0,0.02,0.05,10.0,0.0
0016229006167,1.0,184.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0
0016229006174,1.0,184.0,0.0,0.0,0.0,11.0,0.008,0.02,11.0,0.0
0016229006181,1.0,167.0,0.0,0.0,0.0,10.0,0.012,0.03,10.0,0.0
0016229007737,1.0,79.0,0.0,0.0,1.0,3.7,0.04,0.1,3.7,0.0
0016229901165,0.0,184.0,0.0,0.0,0.0,11.0,0.008,0.02,11.0,0.0
0016229901455,4.0,1105.0,5.5,4.4,5.3,20.0,0.092,0.23,46.0,
0016229904760,2.0,908.0,6.4,2.3,4.8,16.0,0.18,0.45,34.0,
0016229905521,1.0,142.0,0.0,0.0,0.0,8.5,0.044,0.11,8.5,0.0
0016229910204,1.0,307.0,5.33,2.0,1.33,3.33,0.251,0.627,5.0,1.0
0016229912512,2.0,402.0,1.7,1.4,1.3,18.0,2.04,5.1,18.0,0.0
0016229912529,2.0,347.0,1.6,1.6,2.4,14.0,1.92,4.8,14.0,0.0
0016229918378,0.0,619.0,12.0,0.8,1.2,6.4,0.224,0.56,8.4,
00162838,1.0,406.0,2.7,4.3,5.0,1.7,0.164,0.41,12.4,
001650,5.0,1582.0,2.3,1.4,4.6,45.0,0.112,0.28,84.0,0.0
00165211,8.0,1577.0,23.8,1.3,4.3,23.1,0.132,0.33,35.7,0.0
001664,3.0,1937.0,16.0,1.5,5.4,49.0,0.0,0.0,73.0,0.0
00167826,11.0,2297.0,35.0,3.0,6.0,38.8,0.052,0.13,50.9,0.0
0017082117434,1.0,1116.0,5.0,0.0,36.666668,20.0,1.8666667,4.6666665,20.0,0.0
0017082875761,2.0,1255.0,7.5,0.0,50.0,5.0,9.6,24.0,5.0,0.0
0017082877451,1.0,1190.0,5.71,0.0,37.1,20.0,1.89,4.71,22.9,0.0
0017993430554,4.0,218.0,0.0,0.0,0.0,12.0,0.008,0.02,12.0,0.0
0018000842728,5.0,1331.0,10.227273,2.2727273,4.5454545,20.454546,0.77272725,1.9318181,54.545456,
001802,4.0,565.0,5.9,1.1,2.2,7.0,0.2032,0.508,17.6,0.0
00180344,1.0,356.0,1.9,1.7,4.8,2.8,0.14,0.35,11.4,1.0
0018566017257,0.0,259.0,0.4,4.2,4.3,4.7,0.04,0.1,8.2,
0018627104971,3.0,1004.0,7.0,7.0,9.0,10.0,0.98,2.45,39.0,0.0
0018627107958,0.0,1369.0,1.8181819,6.0,9.090909,16.363636,0.009090909,0.022727273,76.36364,
00187053,2.0,2103.0,32.2,0.5,51.2,0.1,2.68,6.7,2.2,0.0
00188968,1.0,1142.0,23.3,1.2,9.2,2.8,0.272,0.68,5.9,1.0
0019281700110,3.0,192.0,0.0,0.0,0.0,11.3,0.0,0.0,11.3,0.0
0019281700127,3.0,171.0,0.0,0.0,0.0,9.9,0.04,0.1,10.0,0.0
0019281700134,4.0,209.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0
00192927,1.0,1096.0,1.6,3.4,10.9,5.9,0.34,0.85,49.3,1.0
00196796,1.0,602.0,2.9,0.1,27.2,1.1,0.532,1.33,1.9,1.0
00197915,4.0,1448.0,0.2,0.2,5.3,54.0,0.14,0.35,80.6,
0019962520426,5.0,377.0,1.0,3.0,22.0,1.0,0.4,1.0,1.0,0.0
0019962717024,1.0,1686.0,4.5,3.0,75.8,3.0,0.2,0.5,9.1,
0019962942532,0.0,657.0,71.78,38.48,14.28,1.071,1.184,2.96,13.56,
00200011,1.0,1540.0,17.7,2.5,10.1,2.4,0.44,1.1,40.8,0.0
0020054067026,2.0,173.0,0.1,0.0,0.1,9.6,0.004,0.01,9.7,0.0
0020502140219,0.0,264.0,0.0,0.0,0.0,15.3,4.4,11.0,15.3,0.0
00205597,2.0,987.0,11.0,3.5,11.8,2.8,0.56,1.4,20.6,0.0
0020685000485,1.0,2092.0,26.0,4.0,8.0,6.0,0.48,1.2,60.0,
0020685000911,0.0,2134.0,28.3,6.1,5.2,0.1,0.4,1.0,55.6,0.0
0020685000935,1.0,2126.0,26.8,3.7,5.2,2.8,0.972,2.43,59.8,0.0
0020717102262,0.0,289.0,0.5,0.0,9.4,3.7,7.2400002,18.1,6.8,0.0
0020717270121,1.0,188.0,2.4,4.0,1.6,0.6,2.08,5.2,2.2,0.0
0020717812055,0.0,3350.0,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0020717812208,0.0,3393.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002084329738,0.0,1052.0,13.5,1.9,9.9,3.2,0.48,1.2,21.7,0.0
00209854,0.0,42.0,4.0,0.0,0.3,6.8,0.64,1.6,7.4,
0021000025763,1.0,1551.0,6.034483,1.7241379,11.206897,7.7586207,0.9137931,2.2844827,68.10345,
0021000026937,1.0,1116.0,23.333334,0.0,0.0,6.6666665,0.6333333,1.5833334,13.333333,0.0
0021000026968,0.0,2900.0,76.9,0.0,0.0,0.0,0.538,1.35,0.0,0.0
0021000044429,2.0,753.0,14.0,0.0,7.0,6.0,0.0,0.0,6.0,
0021000044962,3.0,1124.0,20.9,0.0,10.45,8.96,1.45576,3.6394,8.96,0.0
0021000052363,1.0,23.0,0.0,0.0,0.0,33.333332,0.9722222,2.4305556,38.88889,0.0
0021000323074,4.0,1587.0,41.38,0.0,0.0,3.45,1.12112,2.8028,6.9,0.0
0021000644216,3.0,810.0,14.5,0.0,0.0,6.45,0.968,2.42,9.68,0.0
0021000658862,0.0,1350.0,11.1,1.01,12.1,4.03,0.907,2.27,41.3,
0021078100980,0.0,1590.0,0.0,0.0,0.0,55.0,0.0,0.0,66.0,
002119,4.0,2106.0,34.0,4.0,8.0,33.0,0.26,0.65,40.0,0.0
0021190291009,1.0,243.0,0.6,1.3,0.5,11.0,0.004,0.01,12.0,1.0
002121,2.0,2130.0,34.0,2.5,9.1,31.0,0.24,0.6,41.0,0.0
0021222686506,0.0,1460.0,1.1,1.7,6.7,0.3,0.004,0.01,77.1,1.0
0021348117472,4.0,2109.0,25.5,0.0,13.4,0.0,0.2,0.5,55.0,0.0
00213844,2.0,8.0,0.1,0.1,0.1,0.1,0.012,0.03,20.1,0.0
002147,0.0,2050.0,21.0,2.99,6.59,32.9,0.383,0.958,68.3,0.0
00215381,0.0,1494.0,1.6,4.9,12.3,3.6,0.008,0.02,71.0,1.0
002155,6.0,2067.0,29.0,1.8,6.6,28.0,0.232,0.58,51.0,0.0
002182,3.0,1987.0,21.0,5.0,9.1,27.0,0.272,0.68,60.0,
002199,3.0,2139.0,24.0,2.4,6.3,39.0,0.2,0.5,66.0,0.0
00221443,0.0,544.0,5.0,1.4,5.4,3.3,0.252,0.63,15.1,1.0
0022172004402,0.0,1460.0,0.6,1.4,7.4,0.3,3.94,9.85,78.0,
0022314010018,0.0,1130.0,0.8,1.9,1.3,50.2,0.0,0.0,63.6,0.0
0022314010056,0.0,1130.0,0.8,0.95,1.3,50.2,0.004,0.01,63.6,0.0
0022314010070,0.0,1130.0,0.8,1.9,1.3,50.2,0.0,0.0,63.6,0.0
0022314014108,0.0,1130.0,0.8,1.9,1.3,50.2,0.004,0.01,63.6,0.0
0022314015037,0.0,1130.0,0.8,1.9,1.3,50.2,0.004,0.01,63.6,0.0
0022314015099,0.0,1130.0,0.8,1.9,1.3,50.2,0.0039999997,0.01,63.6,0.0
0022314015136,0.0,1130.0,0.8,1.9,1.3,50.2,0.004,0.01,63.6,0.0
0022314015181,0.0,1130.0,0.8,1.9,1.3,50.2,0.0,0.0,63.6,0.0
0022314015242,0.0,1159.0,0.8,1.9,1.3,50.2,0.004,0.01,63.6,0.0
0022314015617,0.0,1130.0,0.8,1.9,1.3,50.2,0.0,0.0,63.6,0.0
0022314015648,0.0,1147.0,0.8,1.9,1.3,50.2,0.0,0.0,63.6,0.0
0022314015655,0.0,1130.0,0.8,1.9,1.3,50.2,0.0,0.0,63.6,0.0
0022314016102,0.0,590.0,0.5,2.4,0.7,27.8,0.0,0.0,33.3,
0022314016119,0.0,590.0,0.5,2.4,0.7,27.8,0.0,0.0,33.3,
0022314016201,0.0,695.0,0.5,2.3,0.8,30.4,0.0,0.0,39.6,
0022314018373,0.0,1498.0,3.3,15.2,5.8,27.2,0.0004,0.001,68.6,1.0
0022314020154,0.0,715.0,1.5,6.6,2.8,6.6,0.0,0.0,8.3,
0022314020161,0.0,715.0,1.5,6.6,2.8,8.3,0.004,0.01,33.2,1.0
0022314030214,0.0,364.0,0.7,4.1,1.6,3.3,0.004,0.01,16.7,
0022314030221,0.0,368.0,0.7,4.1,1.6,3.3,0.004,0.01,16.7,1.0
0022314031266,0.0,1498.0,3.3,15.2,5.8,27.2,0.0,0.0,68.6,1.0
0022314040510,0.0,1276.0,1.1,2.7,0.9,47.6,0.0064,0.016,71.5,
0022314081230,0.0,1331.0,1.2,5.1,1.0,50.2,0.0,0.0,73.2,0.0
0022314081261,0.0,1331.0,1.2,5.1,1.0,50.2,0.01,0.025,73.2,0.0
0022314081421,0.0,1331.0,1.2,5.1,1.0,50.2,0.01,0.025,73.2,0.0
0022314081490,0.0,1331.0,1.2,5.1,1.0,50.2,0.01,0.025,73.2,0.0
0022314081568,0.0,1331.0,1.2,5.1,1.0,50.2,0.01,0.025,73.2,0.0
0022314084866,0.0,1331.0,1.2,5.1,1.0,50.2,0.0,0.0,73.2,0.0
00223812,1.0,2356.0,32.6,1.6,7.7,58.8,0.08,0.2,58.8,0.0
00225533,0.0,2573.0,49.6,6.5,17.5,16.6,0.012,0.03,21.5,
0022929302089,0.0,937.0,6.0,7.0,8.0,2.0,0.274,0.685,31.0,1.0
00229630,2.0,1460.0,16.6,2.8,10.9,3.1,0.8,2.0,37.7,0.0
00230254,0.0,1590.0,30.0,0.0,27.0,0.5,0.256,0.64,0.5,0.0
00232371,7.0,92.0,0.5,0.0,2.5,0.5,0.06,0.15,1.0,0.0
00232746,4.0,25.0,0.1,0.1,0.1,1.0,0.004,0.01,1.0,0.0
0023278101019,0.0,2240.0,32.1,7.14,35.7,0.0,0.893,2.23,25.0,0.0
00234474,0.0,1385.0,29.4,5.2,6.1,0.6,0.452,1.13,7.9,0.0
00234672,1.0,1435.0,2.0,1.6,4.0,56.0,6.0,15.0,80.0,
00236072,0.0,1113.0,17.0,0.0,27.0,0.0,2.0,5.0,0.0,0.0
0024000100201,1.0,126.0,0.1,1.2,1.19,5.6,0.4,1.0,5.6,1.0
0024000100256,1.0,130.0,0.3,1.9,1.1,4.5,0.28,0.7,4.5,
0024000100546,1.0,88.0,0.5,0.9,1.2,0.0,0.4,1.0,3.0,0.0
0024000102687,0.0,1582.0,0.0,4.8,1.3,35.0,0.064,0.16,91.0,
0024000103127,1.0,331.0,0.5,2.1,4.5,13.0,0.4,1.0,13.0,
0024000145851,1.0,255.0,0.01,0.7,0.2,10.0,0.012,0.03,14.0,1.0
0024000150008,1.0,96.0,0.0,0.9,1.3,3.6,0.036,0.09,3.6,1.0
0024000153108,0.0,113.0,0.0,1.8,1.2,3.0,0.008,0.02,4.7,
0024000155430,1.0,116.0,0.0,1.8,1.2,3.0,0.008,0.02,4.7,1.0
0024000160465,0.0,276.0,0.0,0.3,0.4,15.0,0.0,0.0,15.0,
0024000161080,1.0,211.0,0.0,1.1,0.7,11.0,0.0,0.0,11.0,1.0
0024000161097,1.0,251.0,0.0,1.1,0.3,12.0,0.0,0.0,14.0,1.0
0024000161103,1.0,203.0,0.0,0.7,0.3,11.0,0.0,0.0,11.0,1.0
0024000161110,1.0,230.0,0.0,0.6,0.0,13.0,0.0,0.0,13.0,1.0
0024000165002,1.0,88.0,0.1,0.8,1.2,3.1,0.04,0.1,3.4,1.0
0024000165040,1.0,155.0,0.0,1.2,2.3,4.8,0.0,0.0,5.4,1.0
0024000165057,1.0,80.0,0.1,0.8,1.1,3.0,0.052,0.13,3.0,1.0
0024000195610,1.0,268.0,0.0,0.5,0.5,15.0,0.0,0.0,15.0,
0024000196167,1.0,289.0,0.0,1.2,0.4,15.0,0.16,0.4,16.0,0.0
0024002322328,0.0,244.0,0.5,0.5,10.0,3.9,0.036,0.09,3.9,1.0
00241908,4.0,1213.0,6.0,2.5,8.0,1.4,0.3,0.75,49.7,1.0
00242905,2.0,167.0,1.3,1.3,1.9,3.1,0.24,0.6,3.1,1.0
0024300061011,3.0,1872.0,18.421053,0.0,2.631579,31.578947,0.39473686,0.9868421,68.42105,
00243155,0.0,1749.0,38.6,0.4,17.1,0.5,0.22,0.55,0.5,
00246231,3.0,1084.0,4.0,3.0,9.9,4.2,0.312,0.78,44.4,1.0
0025000061516,0.0,200.0,0.0,0.0,0.0,10.985915,0.008450705,0.02112676,11.549295,0.0
00250078,1.0,569.0,5.4,1.2,6.5,0.9,0.22,0.55,14.7,1.0
0025110001525,0.0,3464.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00252058,0.0,782.0,9.2,0.0,22.7,5.0,1.652,4.13,5.9,0.0
00252331,9.0,1778.0,16.5,1.6,3.6,39.7,0.18,0.45,64.8,
0025289000077,2.0,2063.0,25.0,2.0,7.0,60.0,11.2,28.0,60.0,
0025293004351,0.0,54.0,1.0,0.28,0.28,0.0,0.0,0.0,0.0,1.0
00253406,0.0,1548.0,6.5,5.6,10.1,5.6,0.036,0.09,65.0,1.0
0025583007208,1.0,782.0,5.8,5.8,25.0,1.9,0.6,1.5,5.8,
0025583007215,1.0,858.0,5.8,2.8,25.0,1.9,1.4,3.5,11.5,0.0
0025583007253,2.0,1021.0,12.0,8.0,26.0,2.0,0.692,1.73,4.0,1.0
0025583109582,4.0,1000.0,9.9,2.2,29.7,1.1,0.516,1.29,6.6,
0025583109599,5.0,820.0,6.6,2.2,25.3,2.2,0.496,1.24,7.7,
0025590001145,0.0,1880.0,16.5,6.7,8.3,7.8,0.32,0.8,63.2,0.0
00256056,4.0,540.0,4.2,10.3,8.8,6.6,0.232,0.58,10.6,1.0
0025675014862,1.0,8040.0,12.0,19.5,59.0,16.0,4.2,10.5,385.0,0.0
0025675014886,0.0,1695.0,6.9,5.0,13.3,3.2,0.84,2.1,69.8,0.0
0025675014893,2.0,1544.0,3.4,9.1,14.5,2.6,0.84,2.1,64.7,
0025675014916,2.0,1615.0,3.3,7.8,16.6,3.7,0.88,2.2,68.0,
0025675015173,0.0,1602.0,3.9,6.7,9.2,0.6,0.28,0.7,73.4,
0025675015739,0.0,1602.0,4.0,6.8,9.4,0.7,0.24,0.6,72.4,
0025675051546,2.0,611.0,7.7,1.3,2.0,0.0,0.79,1.975,0.0,
0025675301153,4.0,1523.0,2.3,0.0,2.7,60.0,0.04,0.1,81.0,
0026200117003,4.0,1979.0,36.363636,3.6363637,21.818182,3.6363637,1.6363636,4.090909,18.181818,
00262026,6.0,1494.0,11.9,1.3,4.0,40.8,0.118,0.295,57.9,0.0
00263931,0.0,540.0,1.2,1.2,2.6,0.2,0.01,0.025,26.3,1.0
0026395300167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
00264402,0.0,381.0,1.6,2.8,8.1,4.2,0.212,0.53,9.7,
00264525,0.0,490.0,3.7,1.0,9.7,1.6,0.2,0.5,10.6,1.0
00269360,1.0,992.0,12.6,3.5,5.1,2.9,0.52,1.3,24.0,1.0
00269636,2.0,423.0,1.7,2.2,5.4,2.0,0.132,0.33,15.0,1.0
00273015,2.0,544.0,4.0,0.9,5.9,0.9,0.212,0.53,17.1,1.0
00273732,1.0,615.0,11.0,3.8,0.9,5.1,1.012,2.53,9.1,0.0
0027379002251,3.0,1561.0,2.9,2.5,7.4,47.0,0.096,0.24,79.3,
00274319,2.0,515.0,0.7,1.9,0.8,22.9,2.164,5.41,27.5,0.0
00275552,0.0,276.0,3.7,0.0,3.5,4.7,0.044,0.11,4.7,1.0
0028000242800,0.0,1710.0,2.27,4.55,4.55,81.8,0.136,0.341,86.4,
0028000537838,1.0,1610.0,0.0,7.69,0.0,76.9,0.192,0.481,92.3,
0028400002103,0.0,2092.0,21.428572,3.5714285,7.142857,0.0,0.4107143,1.0267857,71.42857,0.0
0028400008839,0.0,2070.0,21.201414,7.0671377,7.0671377,7.0671377,0.3886926,0.9717314,67.13781,
0028400012058,0.0,2391.0,35.714287,14.285714,7.142857,0.35714287,1.6428572,4.107143,57.142857,
0028400012102,8.0,2021.0,28.0,4.0,6.6,1.0,0.28,0.7,56.0,0.0
0028400017206,0.0,2390.0,35.7,3.57,7.14,0.0,0.607,1.52,57.1,
0028400017299,6.0,2092.0,28.6,0.5,7.1,0.0,0.32,0.8,0.0,0.0
0028400029278,5.0,2186.0,27.363184,4.9751244,9.950249,14.925373,0.6467662,1.6169155,57.213932,0.0
0028400055888,1.0,628.0,7.0,2.0,2.0,0.0,0.04,0.1,0.0,
0028400069601,8.0,2540.0,39.3,3.57,3.57,0.0,0.893,2.23,53.6,0.0
0028400183918,9.0,2092.0,17.857143,3.5714285,7.142857,0.0,0.78571427,1.9642857,71.42857,0.0
0028400356169,8.0,2540.0,39.285713,3.5714285,3.5714285,0.0,0.89285713,2.232143,53.57143,0.0
0028400589277,8.0,2390.0,32.1,3.57,7.14,3.57,0.714,1.79,57.1,0.0
0028400590020,8.0,2390.0,39.3,0.0,3.57,0.0,0.0,0.0,53.6,0.0
0028400596688,4.0,2391.0,35.714287,3.5714285,7.142857,3.5714285,0.96428573,2.4107144,57.142857,0.0
0028400642033,8.0,2070.0,28.2,3.53,7.05,0.0,0.741,1.85,56.4,0.0
00285094,2.0,572.0,1.89,0.556,24.3,4.0,0.178,0.444,5.67,1.0
00285117,0.0,548.0,2.4,0.5,24.8,1.3,0.176,0.44,2.3,0.0
00285261,0.0,8.0,0.1,0.5,0.1,0.3,0.04,0.1,0.6,0.0
00287678,11.0,1460.0,8.5,0.5,3.2,44.6,0.24,0.6,64.5,0.0
0029000021594,0.0,140.0,6.0,0.0,2.0,1.0,0.15,0.375,18.0,
0029000021600,6.0,586.0,7.0,0.0,1.0,1.0,0.25,0.625,17.0,
0029000072732,0.0,2350.0,46.9,6.25,21.9,9.38,0.469,1.17,25.0,0.0
0029444717800,4.0,887.0,0.0,3.0,7.0,0.0,0.091,0.2275,49.0,1.0
00294775,0.0,1594.0,38.8,0.0,23.7,0.1,0.632,1.58,0.1,0.0
00294898,1.0,3033.0,80.0,0.3,0.6,0.6,0.38,0.95,0.6,0.0
0029606015072,0.0,1678.0,6.6,2.8,10.4,2.4,1.04,2.6,73.7,0.0
0029606181500,0.0,1711.0,8.1,3.7,12.0,1.9,0.79,1.975,70.2,0.0
0029801097040,3.0,2038.0,20.8,1.9,6.4,34.7,0.336,0.84,67.7,
00299091,10.0,1372.0,6.7,3.2,3.8,45.1,0.252,0.63,61.4,0.0
00299138,2.0,1540.0,15.4,1.9,7.4,9.9,0.472,1.18,49.1,0.0
0029981002179,5.0,1531.0,13.0,3.0,6.0,22.0,0.12,0.3,54.0,0.0
0029981002407,3.0,1602.0,16.3,3.0,8.0,24.0,0.4,1.0,52.0,0.0
0029981004180,6.0,1255.0,11.0,3.0,5.0,18.0,0.0,0.0,45.0,0.0
0029981009765,4.0,1130.0,10.0,2.0,5.0,22.0,0.34,0.85,22.0,0.0
0029981012352,3.0,1630.0,16.9,2.41,7.23,21.7,0.12,0.301,50.6,0.0
0030004405563,0.0,950.0,1.3,5.4,6.8,1.0,0.4,1.0,49.1,1.0
0030047120232,0.0,1506.0,5.4,10.8,7.2,0.0,0.0,0.0,72.0,
0030047120331,0.0,146.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,
0030205000000,1.0,99.0,0.5,0.4,0.4,0.5,0.272,0.68,4.2,0.0
00302661,0.0,1230.0,25.1,4.0,6.4,0.7,0.292,0.73,9.5,1.0
00304160,0.0,17.5,0.208,0.0,0.417,0.0,0.229,0.573,0.0,1.0
0031000126100,4.0,507.0,3.79,0.758,6.82,2.53,0.381,0.953,14.4,
00311304,1.0,1117.0,20.9,7.8,6.1,2.6,0.292,0.73,11.8,1.0
0031146016822,10.0,1548.0,12.0,3.0,7.0,5.0,0.764,1.91,58.0,
0031146211005,0.0,1172.0,13.0,1.0,2.0,13.0,0.24,0.6,38.0,0.0
0031200046079,1.0,209.0,0.0,0.0,0.01,10.0,0.2,0.5,12.0,0.0
0031200046116,1.0,201.0,0.0,0.0,0.0,12.0,0.008,0.02,13.6,0.0
0031200206886,0.0,1372.0,0.0,7.5,0.0,72.5,0.0,0.0,82.5,0.0
0031200225696,0.0,1477.0,0.7,7.6,0.0,74.0,0.0,0.0,83.0,0.0
0031200949271,1.0,1347.0,0.7,8.2,0.0,72.5,0.008,0.02,76.1,0.0
0031290733200,0.0,2460.0,45.0,0.0,7.0,38.0,0.04,0.1,44.0,0.0
00315500,2.0,435.0,2.5,0.6,2.6,13.6,0.04,0.1,17.5,0.0
00315715,3.0,682.0,3.7,2.8,8.0,6.3,0.18,0.45,22.9,1.0
00315821,2.0,519.0,3.3,2.6,14.8,2.9,0.32,0.8,7.3,1.0
00316811,9.0,1368.0,25.8,0.8,3.1,17.8,0.06,0.15,20.2,0.0
00318730,0.0,1640.0,13.2,13.1,11.9,6.4,0.02,0.05,49.8,1.0
00319218,0.0,1506.0,4.7,8.4,12.6,19.1,0.12,0.3,62.7,
00319225,0.0,1527.0,4.0,6.4,13.0,22.6,0.092,0.23,66.1,1.0
00319515,0.0,1510.0,4.3,6.4,15.0,15.3,0.092,0.23,62.4,1.0
00319584,2.0,2209.0,30.0,2.7,3.6,22.0,0.34,0.85,59.6,0.0
0032011090152,3.0,1674.0,16.5,0.0,4.7,40.0,0.64,1.6,56.5,
00321303,1.0,1172.0,15.0,2.0,5.0,29.0,0.24,0.6,37.0,
0032134217009,1.0,1284.0,0.0,0.0,0.0,55.0,0.0,0.0,76.0,
0032134227008,8.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,
00322850,0.0,1577.0,4.9,7.29,9.2,21.2,0.012,0.03,70.5,1.0
00324083,2.0,2155.0,29.25,5.5,7.75,1.75,0.52,1.3,52.5,0.0
0032458960995,0.0,1255.0,0.0,0.0,0.0,42.0,0.124,0.31,57.0,0.0
00324625,1.0,410.0,2.3,1.1,8.9,1.7,0.18,0.45,9.8,1.0
00327312,0.0,2113.0,35.3,13.6,22.2,6.7,0.112,0.28,17.9,
0032894010896,1.0,586.0,5.0,5.0,7.0,2.0,0.57,1.425,11.0,1.0
0032894010926,2.0,418.0,5.0,6.0,7.0,1.0,0.44,1.1,6.0,1.0
0032894021212,0.0,754.0,6.4,0.0,30.1,0.0,0.2,0.5,0.6,1.0
0033316362043,0.0,1381.0,0.4,8.1,2.5,63.4,0.004,0.01,75.1,0.0
00333214,6.0,2293.0,56.0,0.0,5.6,0.8,0.68,1.7,5.8,0.0
0033383146041,0.0,50.0,0.0,2.0,0.0,4.8,0.0,0.0,5.0,
0033392476023,1.0,933.0,0.0002,1.4,0.3,56.0,0.0,0.0,57.0,0.0
0033516010058,3.0,1064.0,5.5,7.1,8.8,4.1,0.4,1.0,39.0,1.0
00336826,1.0,264.0,2.8,0.5,3.1,5.6,0.031999998,0.08,6.4,1.0
00336895,0.0,234.0,2.7,0.5,3.2,3.8,0.092,0.23,4.5,0.0
0033984015951,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0033984017351,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0033984037250,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0033984314665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0033984503809,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0033984523081,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0033984525504,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,
0033984549562,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0034000000050,7.0,2130.0,29.0,0.0,10.0,44.0,0.12,0.3,55.0,0.0
0034000003341,4.0,2289.0,31.0,0.0,11.9,45.2,0.88,2.2,52.4,0.0
0034000124367,0.0,2151.0,32.0,3.0,8.0,51.0,0.152,0.38,57.0,
0034000134809,1.0,160.0,9.0,1.0,2.0,18.0,2.5e-05,6.25e-05,19.0,
0034000146000,1.0,1953.0,30.0,6.6666665,6.6666665,53.333332,0.06666667,0.16666667,60.0,0.0
0034000148301,1.0,1950.0,26.7,6.67,6.67,60.0,0.0,0.0,66.7,0.0
0034000196203,0.0,2159.0,26.9,25.0,8.1,45.0,0.24,0.6,60.7,
0034000196401,3.0,2176.0,24.0,0.0,8.0,40.0,0.24384,0.6096,48.0,0.0
0034000214600,0.0,1962.0,21.875,3.125,6.25,37.5,0.359375,0.8984375,65.625,
0034000214624,0.0,1941.0,17.857143,0.0,7.142857,32.142857,0.42857143,1.0714285,67.85714,
0034000214648,0.0,1961.0,21.875,3.125,6.25,37.5,0.359375,0.8984375,65.625,
0034000215829,4.0,2164.0,27.5862,0.0,6.8966,48.2759,0.2413793,0.6034483,65.5172,0.0
0034000236237,3.0,1961.0,28.125,6.25,6.25,46.875,0.015625,0.0390625,62.5,0.0
0034000248087,1.0,2100.0,23.2,0.0,11.2,52.4,0.12,0.3,62.2,
0034000432240,4.0,2090.0,26.9,3.85,11.5,53.8,0.308,0.769,57.7,0.0
0034000432271,0.0,2092.0,26.9231,3.8462,11.5385,53.8462,0.3076923,0.7692307,57.6923,
0034000432288,4.0,2090.0,30.8,3.85,11.5,46.2,0.269,0.673,53.8,0.0
0034000440009,3.0,2092.0,28.571428,4.7619047,11.904762,52.38095,0.32142857,0.8035714,57.142857,
0034000445189,6.0,2180.0,30.5,0.0,10.0,47.2,0.32,0.8,56.4,0.0
0034000449095,4.0,2289.0,20.7,3.4,3.6,51.7,0.28448,0.7112,58.1,0.0
0034000470228,0.0,2090.0,28.1,3.12,9.38,56.2,0.234,0.586,59.4,0.0
0034000473397,0.0,2215.0,32.35294,2.9411764,11.764706,44.117645,0.38235295,0.9558824,52.941177,0.0
0034000473687,0.0,2205.0,30.3,0.0,12.5,47.2,0.396,0.99,53.3,0.0
0034000479238,0.0,795.0,12.0,1.0,3.0,20.0,0.03,0.075,22.0,
0034000480982,0.0,920.0,14.0,2.0,4.0,20.0,0.0,0.0,24.0,
0034000502219,5.0,1464.0,2.0,0.0,2.0,52.0,0.8,2.0,80.0,
0034000502349,9.0,1435.0,1.4,0.0,2.9,42.9,0.2,0.5,77.1,0.0
0034000531080,4.0,1464.0,0.0,0.0,5.0,40.0,0.225,0.5625,80.0,
0034000540105,8.0,1195.0,1.7857143,0.0,3.5714285,53.57143,0.25,0.625,78.57143,
0034000544028,7.0,586.0,0.5,0.0,1.0,17.0,0.034,0.085,32.0,
